Req Number,Department,Date,Item #,Item Quantity
3063,4005,738348,61300,9
3064,4005,738348,90000,9
3065,4005,738348,70100,2
3066,4005,738348,70200,3
3067,4005,738348,70300,5
3068,4005,738348,10200,2
3069,4005,738348,61000,1
3070,4005,738348,60400,1
3071,4005,738348,61900,1
3072,4005,738348,60800,3
3073,3000,738348,10600,2
3074,3000,738348,60600,2
3075,3000,738348,61300,2
3076,3000,738348,61800,2
3077,4005,738348,10200,30
3078,4005,738348,10300,8
3079,3000,738348,61300,36
3080,4005,738348,10200,1
3081,4005,738348,51500,1
3082,4005,738348,20200,21
3083,4005,738348,30000,36
3084,4005,738348,35300,1
3085,4005,738348,80000,13
3086,4005,738348,80100,13
3087,4005,738348,91100,1
3088,4005,738348,90500,1
3089,4005,738348,61300,9
3090,4005,738348,90000,9
3091,4005,738348,70100,2
3092,4005,738348,70200,3
3093,4005,738348,70300,5
3094,4005,738348,61000,1
3095,4005,738348,60400,1
3096,4005,738348,61900,1
3097,4005,738348,60800,3
3098,6699,738348,20000,4
3099,6699,738348,20100,4
3100,6699,738348,80200,1
3101,4005,738348,35500,-16
3102,4005,738348,35600,-15
3103,7500,738348,10000,5
3104,4005,738348,20200,20
3105,4005,738348,30000,8
3106,4005,738348,80000,7
3107,4005,738348,80100,7
3108,4005,738348,91100,5
3109,4005,738348,45000,1
3110,4005,738348,90500,2
3111,4005,738348,90700,1
3112,4005,738348,20500,1
3113,4005,738348,61300,2
3114,4005,738348,90000,16
3115,4005,738348,70100,7
3116,4005,738348,70200,2
3117,4005,738348,70300,4
3118,4005,738348,10200,1
3119,4111,738349,80000,3
3120,4005,738349,61000,4
3121,4005,738349,60800,1
3122,6699,738349,70200,150
3123,6699,738349,70300,150
3124,2000,738349,10200,1
3125,4005,738349,90700,1
3126,4005,738349,90400,1
3127,4005,738349,20000,4
3128,4005,738349,91100,12
3129,4006,738349,35800,1
3130,4005,738350,20200,16
3131,4005,738350,30000,20
3132,4005,738350,91100,2
3133,4005,738350,35700,1
3134,4005,738350,61300,7
3135,4005,738350,90000,3
3136,4005,738350,70000,1
3137,4005,738350,70100,1
3138,4005,738350,70200,1
3139,4005,738350,10200,2
3140,4111,738350,45000,2
3141,4111,738350,30100,1
3142,3000,738350,20000,1
3143,2000,738350,61600,1
3144,2000,738350,61300,4
3145,4135,738350,30100,4
3146,4005,738350,90400,1
3147,4005,738350,90300,1
3148,2000,738350,62000,1
3149,4005,738350,35700,12
3150,6699,738350,91100,12
3151,6699,738350,35800,12
3152,6699,738350,90500,10
3153,6699,738350,45000,12
3154,6699,738350,60300,24
3155,6699,738350,60100,24
3156,6699,738350,80000,96
3157,6699,738350,20300,120
3158,6699,738350,30000,48
3159,6699,738350,102700,4
3160,6699,738350,81500,48
3161,6699,738350,20200,15
3162,6699,738350,10000,10
3163,6699,738350,70100,10
3164,4111,738350,30100,4
3165,2000,738350,61600,1
3166,2000,738350,51600,1
3167,4005,738350,10200,1
3168,3000,738350,80000,7
3169,3000,738350,80100,7
3170,4005,738351,80100,6
3171,4005,738351,35800,2
3172,4111,738351,10000,1
3173,4111,738351,80000,2
3174,4111,738351,80100,2
3175,4111,738351,101900,2
3176,3001,738351,75100,4
3177,3001,738351,20200,3
3178,3001,738351,20000,2
3179,4111,738351,70300,1
3180,4005,738351,80000,10
3181,4005,738351,20200,2
3182,4005,738351,20000,2
3183,4005,738351,30000,2
3184,3000,738351,61300,2
3185,3000,738351,60800,2
3186,2000,738351,80100,2
3187,2000,738351,80000,1
3188,4005,738351,10200,3
3189,4005,738351,10100,3
3190,4005,738351,10000,1
3191,4005,738351,20200,1
3192,4005,738351,20000,2
3193,4005,738351,90200,1
3194,5000,738351,70400,1
3195,3000,738351,60600,1
3196,3000,738351,61800,1
3197,4005,738351,20200,27
3198,4005,738351,30000,24
3199,4005,738351,35300,0
3200,4005,738351,80000,10
3201,4005,738351,91100,6
3202,4005,738351,35700,1
3203,4005,738351,90500,1
3204,4005,738351,20500,1
3205,4005,738351,61300,7
3206,4005,738351,90000,5
3207,4005,738351,70300,1
3208,4005,738351,61000,1
3209,4005,738351,60700,1
3210,4005,738351,60800,1
3211,2000,738352,20000,2
3212,4113,738352,81800,4
3213,4113,738352,80000,1
3214,4113,738352,80100,1
3215,4113,738352,102000,3
3216,4113,738352,102100,1
3217,4005,738352,91100,4
3218,4005,738352,80900,1
3219,4005,738352,80000,1
3220,4005,738352,80100,1
3221,4005,738352,20200,27
3222,4005,738352,30000,28
3223,4005,738352,20500,1
3224,4005,738352,61300,4
3225,4005,738352,90000,7
3226,4005,738352,70200,2
3227,4005,738352,70300,9
3228,4005,738352,10200,5
3229,4005,738352,61000,2
3230,4005,738352,60400,3
3231,4005,738352,60500,2
3232,4005,738352,60000,3
3233,4005,738352,61900,2
3234,4005,738352,81700,2
3235,4005,738352,60700,3
3236,4005,738352,60800,7
3237,4005,738352,70400,1
3238,3000,738352,31000,1
3239,3000,738352,20000,6
3240,6632,738352,20300,56
3241,6632,738352,10200,40
3242,6632,738352,70500,5
3243,6632,738352,90000,30
3244,6632,738352,51200,6
3245,6632,738352,51300,6
3246,6632,738352,50300,3
3247,6632,738352,61300,3
3248,6632,738352,60800,3
3249,3000,738352,61800,2
3250,3000,738352,61900,2
3251,3000,738352,60800,2
3252,3000,738352,60600,2
3253,3000,738352,20000,1
3254,4005,738352,10200,45
3255,4005,738352,10300,12
3256,4005,738352,60000,1
3257,4005,738352,75100,1
3258,6699,738352,75000,2
3259,6699,738352,31000,3
3260,2000,738352,20000,1
3261,2000,738352,10000,1
3262,4005,738353,10200,1
3263,4005,738353,50300,1
3264,4005,738353,80000,8
3265,4005,738353,20200,19
3266,4005,738353,30000,36
3267,4005,738353,35300,1
3268,4005,738353,80000,12
3269,4005,738353,80100,12
3270,4005,738353,90500,1
3271,4005,738353,61300,3
3272,4005,738353,90000,1
3273,4005,738353,70200,1
3274,4005,738353,70300,3
3275,4005,738353,61200,1
3276,4005,738353,61000,2
3277,4005,738353,60800,2
3278,4005,738353,70300,17
3279,4005,738353,70200,10
3280,4005,738353,70100,20
3281,4005,738353,60000,1
3282,3000,738353,61300,3
3283,4006,738353,20200,-72
3284,4005,738353,20200,72
3285,6632,738353,20200,4
3286,6632,738353,50300,8
3287,6632,738353,102700,4
3288,6632,738353,90600,24
3289,4005,738353,80100,2
3290,4006,738354,35100,4
3291,4006,738354,80900,1
3292,4006,738354,70300,7
3293,4006,738354,70200,7
3294,4006,738354,20500,3
3295,4006,738354,10200,12
3296,4006,738354,30000,32
3297,4006,738354,35100,4
3298,4006,738354,35800,1
3299,4006,738354,51100,2
3300,4005,738354,20300,1
3301,4005,738354,30100,12
3302,4005,738354,20200,7
3303,4005,738354,30000,28
3304,4005,738354,80000,2
3305,4005,738354,80100,2
3306,4005,738354,91100,1
3307,4005,738354,35700,2
3308,4005,738354,90500,2
3309,4005,738354,61300,4
3310,4005,738354,20300,1
3311,4005,738354,90400,1
3312,3000,738354,60100,4
3313,4005,738354,20200,2
3314,4005,738354,30000,8
3315,4005,738354,20500,1
3316,4005,738354,61300,1
3317,4005,738354,90000,1
3318,4005,738354,80000,5
3319,4005,738354,80100,5
3320,4005,738354,80100,1
3321,4005,738354,80000,1
3322,3001,738354,31000,1
3323,4000,738354,10200,50
3324,4000,738354,60000,40
3325,4000,738354,51000,72
3326,4000,738354,51600,72
3327,4001,738354,81800,20
3328,7500,738354,70300,2
3329,7500,738354,70100,2
3330,4111,738354,45000,2
3331,4005,738354,10200,1
3332,2000,738354,20000,1
3333,4005,738354,10100,1
3334,9000,738355,60700,4
3335,9000,738355,20100,1
3336,9000,738355,20000,1
3337,4005,738355,61000,1
3338,6900,738355,75000,1
3339,4005,738355,35700,12
3340,5000,738355,10000,1
3341,3000,738355,10200,1
3342,4005,738355,20200,11
3343,4005,738355,30000,16
3344,4005,738355,35700,2
3345,4005,738355,20500,1
3346,4005,738355,61300,6
3347,4005,738355,90000,1
3348,4005,738355,10200,1
3349,3001,738355,20000,1
3350,3001,738355,75400,3
3351,4005,738355,10200,1
3352,3001,738355,60000,3
3353,3001,738355,20000,1
3354,4113,738355,101900,1
3355,4005,738356,20200,17
3356,4005,738356,30000,20
3357,4005,738356,80000,5
3358,4005,738356,91100,1
3359,4005,738356,90500,1
3360,4005,738356,61300,6
3361,4005,738356,90000,1
3362,4005,738356,10200,2
3363,4005,738356,60800,1
3364,4005,738356,60600,1
3365,4005,738356,61000,1
3366,6671,738356,70100,40
3367,6671,738356,70200,40
3368,6900,738356,20000,55
3369,6900,738356,20200,72
3370,4005,738356,10200,16
3371,4005,738356,10300,10
3372,3000,738356,10100,100
3373,6632,738356,75100,1
3374,4111,738356,102000,1
3375,4005,738356,102500,1
3376,4005,738357,90300,1
3377,7200,738357,10200,10
3378,9000,738357,70300,5
3379,9000,738357,100800,1
3380,4005,738357,20200,18
3381,4005,738357,30000,19
3382,4005,738357,45000,1
3383,4005,738357,90500,1
3384,4005,738357,61300,1
3385,4005,738357,10200,1
3386,4005,738357,10200,1
3387,3000,738357,80200,1
3388,4005,738357,51100,1
3389,4005,738358,20200,12
3390,4005,738358,30000,24
3391,4005,738358,80000,8
3392,4005,738358,80100,8
3393,4005,738358,91100,1
3394,4005,738358,35700,2
3395,4005,738358,45000,5
3396,4005,738358,90500,2
3397,4005,738358,20500,2
3398,4005,738358,61300,7
3399,4005,738358,61000,1
3400,4005,738358,60700,1
3401,4005,738358,60800,1
3402,4005,738358,20200,72
3403,4005,738358,10200,9
3404,3000,738358,62000,2
3405,3000,738358,60100,2
3406,3000,738358,60500,1
3407,3000,738358,20000,2
3408,3000,738358,30000,8
3409,3000,738358,80000,3
3410,3000,738358,80100,4
3411,3000,738358,61800,4
3412,3000,738358,62000,1
3413,3000,738358,35600,1
3414,7200,738358,20200,4
3415,3001,738358,10100,3
3416,3001,738358,20000,3
3417,6752,738358,20000,1
3418,6752,738358,30000,4
3419,4000,738358,60200,2
3420,3000,738358,60400,2
3421,4005,738358,10200,1
3422,3000,738358,80500,1
3423,3000,738358,20000,5
3424,3000,738359,81200,2
3425,4005,738359,20200,15
3426,4005,738359,30000,36
3427,4005,738359,91100,4
3428,4005,738359,35700,2
3429,4005,738359,90500,2
3430,4005,738359,90700,2
3431,4005,738359,61300,4
3432,4005,738359,70200,1
3433,4005,738359,61000,1
3434,4005,738359,61900,2
3435,4005,738359,60800,3
3436,4005,738359,80900,1
3437,4005,738359,20300,1
3438,7200,738359,10200,1
3439,7200,738359,80000,6
3440,7200,738359,80100,6
3441,7200,738359,80200,1
3442,7200,738359,90500,1
3443,7200,738359,35700,6
3444,7200,738359,60700,3
3445,7200,738359,60400,3
3446,7200,738359,20000,1
3447,7200,738359,35500,2
3448,7200,738359,35600,2
3449,7200,738359,91100,6
3450,7200,738359,20200,6
3451,4111,738359,80000,1
3452,4111,738359,102000,2
3453,7200,738359,75100,9
3454,3000,738359,20000,5
3455,3000,738359,80400,1
3456,3000,738359,101800,1
3457,4005,738359,20200,8
3458,4005,738359,20000,2
3459,4005,738359,10100,1
3460,4005,738359,10000,1
3461,4005,738359,30000,4
3462,4005,738359,20200,13
3463,4005,738360,20200,23
3464,4005,738360,30000,24
3465,4005,738360,35300,1
3466,4005,738360,80000,2
3467,4005,738360,80100,2
3468,4005,738360,91100,4
3469,4005,738360,90500,1
3470,4005,738360,20500,2
3471,4005,738360,61300,2
3472,4005,738360,70300,1
3473,4005,738360,60500,2
3474,6900,738362,100200,564
